Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
43	Tangerine	2015-07-10	Magnolia Pictures	R	$702,354	83,316	Comedy
44	The D Train	2015-05-08	IFC Films	R	$669,688	79,441	Comedy
45	St. Vincent	2014-10-10	Weinstein Co.	PG-13	$659,466	78,228	Comedy
46	Welcome to Me	2015-05-01	Alchemy	R	$625,727	74,226	Comedy
47	Shaandaar	2015-10-22	Fox International	Not Rated	$521,794	61,897	Comedy
48	Gun dan ba! Zhong liu jun	2015-08-14	China Lion Film D…	Not Rated	$286,639	34,002	Comedy
49	The Grand Budapest Hotel	2014-03-07	Fox Searchlight	R	$225,305	26,727	Comedy
50	En duva satt på en gren och…	2015-06-03	Magnolia Pictures	PG-13	$222,989	26,451	Comedy
51	Anomalisa	2015-12-30	Paramount Pictures	R	$210,632	24,986	Comedy
52	Dope	2015-06-19	Open Road	R	$185,037	21,950	Comedy
53	Samba	2015-07-24	Entertainment One	R	$151,530	17,975	Comedy
54	Forever Young	2015-07-10	China Lion Film D…	Not Rated	$149,761	17,765	Comedy
55	Road Hard	2015-03-06	FilmBuff	Not Rated	$113,169	13,424	Comedy
56	She's Funny That Way	2015-08-21	Lionsgate	R	$111,993	13,285	Comedy
57	Adult Beginners	2015-04-24	RADiUS-TWC	R	$104,808	12,432	Comedy
58	Results	2015-05-29	Magnolia Pictures	R	$104,507	12,397	Comedy
59	Christmas Eve	2015-12-04	Unstuck LLC	PG	$91,302	10,830	Comedy
60	Six Dance Lessons in Six Weeks	2014-12-12	Dada Films	Not Rated	$73,899	8,766	Comedy
61	E gun tian shi	2015-12-31	China Lion Film D…	Not Rated	$64,470	7,647	Comedy
62	Güeros	2015-05-20	Kino Lorber	Not Rated	$60,171	7,137	Comedy
63	Shao nian ban	2015-06-19	China Lion Film D…	Not Rated	$53,252	6,316	Comedy
64	Appropriate Behavior	2015-01-16	Gravitas Ventures	Not Rated	$46,912	5,564	Comedy
65	The Forbidden Room	2015-10-07	Kino Lorber	Not Rated	$31,734	3,764	Comedy
66	Don Verdean	2015-12-11	Lionsgate	PG-13	$31,309	3,713	Comedy
67	People, Places, Things	2015-08-14	Film Arcade	R	$30,768	3,649	Comedy
68	Wei ai zhi jian ru jia jing	2014-12-24	China Lion Film D…	PG-13	$30,708	3,642	Comedy
69	Match	2015-01-14	IFC Films	R	$30,566	3,625	Comedy
70	Paulette	2015-08-14	Cohen Media Group	R	$29,086	3,450	Comedy
71	7 Chinese Brothers	2015-08-28	Screen Media Films	Not Rated	$28,180	3,342	Comedy
72	Dear White People	2014-10-17	Lionsgate/Roadsid…	R	$27,532	3,265	Comedy
73	Elsa & Fred	2014-11-07	Alchemy	PG-13	$26,754	3,173	Comedy
74	Preggoland	2015-05-01	Mongrel Media	Not Rated	$25,294	3,000	Comedy
75	Metropolitan	1990-08-03		PG-13	$22,284	2,643	Comedy
76	Friends and Romans	2015-10-23	Paladin	Not Rated	$20,136	2,388	Comedy
77	Campanadas a medianoche	2016-01-01	Janus Films	Not Rated	$18,958	2,248	Comedy
78	The Little Death	2015-06-26	Magnolia Pictures	Not Rated	$18,238	2,163	Comedy
79	Hits	2015-02-13	Honora Productions	Not Rated	$15,156	1,797	Comedy
80	Eli	2015-06-19	Eros Entertainment	Not Rated	$13,547	1,606	Comedy
81	Risate di gioia	2014-12-05	Rialto Pictures	Not Rated	$13,135	1,558	Comedy
82	Hross i oss	2015-03-13	Music Box Films	Not Rated	$11,894	1,410	Comedy
83	L'enlèvement de Michel Houe…	2015-03-25	Kino Lorber	Not Rated	$11,546	1,369	Comedy
84	Just Before I Go	2015-04-24	Anchor Bay/Freestyle	R	$10,970	1,301	Comedy
85	My Old Lady	2014-09-10	Cohen Media Group	PG-13	$9,922	1,176	Comedy
86	Wild Canaries	2015-02-25	IFC Films	Not Rated	$9,795	1,161	Comedy
87	Still Life	2015-01-16	TriBeca Films	Not Rated	$9,481	1,124	Comedy
88	Yi ge shao zi	2015-12-01	Clarius Entertain…	Not Rated	$8,212	974	Comedy
89	Mememe no kurage	2014-05-01		Not Rated	$8,176	969	Comedy
90	Arrete ou je continue	2014-12-17	Film Movement	Not Rated	$8,012	950	Comedy
91	Gone Doggy Gone	2015-06-26	Indican Pictures	Not Rated	$8,001	949	Comedy
92	El critico	2015-05-15	Music Box Films	Not Rated	$7,358	872	Comedy
93	Li'l Quinquin	2015-01-02	Kino Lorber	Not Rated	$7,192	853	Comedy
94	Guidance	2015-08-21	Strand	Not Rated	$6,194	734	Comedy
95	Sex, Death and Bowling	2015-10-30	Monterey Media	R	$5,972	708	Comedy
96	Tu dors Nicole	2015-05-29	Kino Lorber	Not Rated	$5,662	671	Comedy
97	Les vacances du petit Nicolas	2014-07-11	Mongrel Media	Not Rated	$5,114	606	Comedy
98	The Voices	2015-02-06	Lionsgate	R	$5,000	593	Comedy
99	SBK The-Movie	2015-04-03	Hanover Multimedia	PG-13	$4,950	587	Comedy
100	Gerontophilia	2015-05-01	Strand	Not Rated	$4,916	583	Comedy
101	Barely Lethal	2015-05-29	A24	PG-13	$4,912	582	Comedy
102	Ashby	2015-09-25	Film Arcade	R	$4,631	549	Comedy
103	What We Did on Our Holiday	2015-07-10	Lionsgate	PG-13	$4,200	498	Comedy
104	The Worst Movie EVER!	2011-08-19	Hiltz Squared	Not Rated	$4,196	497	Comedy
105	Three Night Stand	2015-01-16	Myriad Entertainm…	Not Rated	$4,076	483	Comedy
106	La rançon de la gloire	2015-05-08		Not Rated	$3,926	465	Comedy
107	Tip Top	2014-12-12	Kino Lorber	Not Rated	$3,318	393	Comedy
108	Drunk Wedding	2015-05-22	Paramount Pictures	R	$3,301	391	Comedy
109	Anita Ho	2014-02-27	Indican Pictures	Not Rated	$3,050	361	Comedy
110	De la guerre	2015-11-20	Indican Pictures	Not Rated	$2,672	316	Comedy
111	L.A. Slasher	2015-06-26	Archstone Enterta…	R	$2,421	287	Comedy
112	Women Who Flirt	2014-11-26	China Lion Film D…	Not Rated	$1,973	234	Comedy
113	Life Partners	2014-12-05	Magnolia Pictures	R	$1,870	221	Comedy
114	Eternity: The Movie	2014-10-17	Vagrant Films	Not Rated	$1,390	164	Comedy
115	Conte d’été	2014-06-20	Big World Pictures	Not Rated	$664	78	Comedy
116	Fonzy	2015-06-20	Distrib Films	Not Rated	$644	76	Comedy
117	Chic!	2015-05-01	Distrib Films	Not Rated	$587	69	Comedy
118	Two-Bit Waltz	2014-10-24	Monterey Media	R	$554	65	Comedy
119	The Olivia Experiment	2014-08-22	Indican Pictures	Not Rated	$500	59	Comedy
120	Lou! Journal infime	2015-04-24	Distrib Films	Not Rated	$88	10	Comedy
121	Chicas Paranoicas	2015-11-19		Not Rated	$54	6	Comedy
